Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
27.78.1(115),False,False,691000,Drawings and Prints,Print,"Wilton album, folio 24a: Saint James Major, from the larger series of Christ and the Apostles",,,,,,Artist,,Andrea Schiavone (Andrea Meldola),"Italian, Zadar (Zara) ca. 1510?–1563 Venice",,"Schiavone, Andrea (Andrea Meldola)",,1510      ,1563      ,ca. 1550,1550,1550,Etching and drypoint,Sheet: 8 1/4 × 4 5/16 in. (21 × 11 cm),"Harris Brisbane Dick Fund, 1927",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/691000,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1976.607.57,False,True,261857,Photographs,Photograph,"Karnak (Thèbes), Palais - Salle Hypostyle - Fenêtre et Chapiteaux des Galeries Latérales",,,,,,Artist|Printer,,Félix Teynard|Imprimerie Photographique de H. de Fonteny et Cie,"French, 1817–1892",,"Teynard, Félix|Imprimerie Photographique de H. de Fonteny et Cie",French,1817      ,1892      ,"1851–52, printed 1853–54",1851,1852,Salted paper print from paper negative,30.7 x 25.5 cm. (12  1/16  x 10  1/16  in.),"Purchase, Lila Acheson Wallace Gift, 1976",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/261857,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
22.79.2,False,True,61110,Asian Art,Spoon,,China,Tang dynasty (618–907),,,,,,,,,,,,,,618,907,"Metal, silver",L. 10 3/4 in. (27.3 cm),"Rogers Fund, 1922",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/61110,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
17.194.2234,False,True,550925,Egyptian Art,"Amulet, Bes, lyre",Bes Amulet,,Late Period,Dynasty 26–30,,,,,,,,,,,,664–332 B.C.,-664,-664,Faience,H. 5 cm (1 15/16 in),"Gift of J. Pierpont Morgan, 1917",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/550925,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2006.235.7,False,True,15031,American Decorative Arts,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,Thomas Seir Cummings,"American (born England), Bath 1804–1894 Hackensack, New Jersey",,"Cummings, Thomas Seir","American, born England",1804      ,1894      ,1840–45,1840,1845,Watercolor on ivory,2 1/4 x 1 11/16 in. (5.6 x 4.2 cm),"Gift of Gloria Manney, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15031,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"Burdick 326, R406-2.62",False,False,417089,Drawings and Prints,Baseball card,"Emil ""Dutch"" Leonard, part of the 1949 Bowman Baseball series (R406-2) issued by Bowman Gum Company.",,,,,,Publisher,,Bowman Gum Company,,,Bowman Gum Company,,1900      ,1999      ,1949,1949,1949,Commercial color lithograph,Sheet: 2 1/2 x 2 1/16 in. (6.4 x 5.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/417089,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1976.607.3,False,True,261827,Photographs,Photograph,"Le Kaire, Mosquée du Sultan Haçan (le Tombeau)",,,,,,Artist|Printer,,Félix Teynard|Imprimerie Photographique de H. de Fonteny et Cie,"French, 1817–1892",,"Teynard, Félix|Imprimerie Photographique de H. de Fonteny et Cie",French,1817      ,1892      ,"1851–52, printed 1853–54",1851,1852,Salted paper print from paper negative,25.2 x 30.5 cm. (9  15/16  x 12  in.),"Purchase, Lila Acheson Wallace Gift, 1976",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/261827,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1983.1223.24,False,False,353314,Drawings and Prints,Book ; periodical,"Little Snow-Flakes, Christmas Stories for Children, 1880 and 1881",,,,,,Illustrator|Publisher|Illustrator|Illustrator|Printer|Illustrator|Engraver|Illustrator|Illustrator|Publisher|Engraver|Illustrator|Engraver|Engraver|Illustrator|Illustrator|Illustrator|Illustrator|Illustrator|Illustrator|Illustrator|Illustrator|Illustrator,,"Kate Greenaway|Isbister and Company, Ltd.|Henry French|John Alfred Johnston|Virtue & Co., Ltd.|Mary Ellen Edwards|Joseph Swain|Ernest-Henry Griset|Frank Dadd|Cassell, Petter and Galpin|W. I. Mosses|William John Hennessy|William Michael Robert Quick|Richard and Edward Taylor|John Proctor|Frederick Waddy|A. S. Fenn|C. M. Berwick|George Cruikshank Jr.|Hector Giacomelli|Charles Gregory|Lizzie Lawson|E. J. Walker","British, London 1846–1901 London|London|British, active 1868–90|British, active 1877–99|London|British, Kingston upon Thames, 1839–ca. 1910|British, Oxford 1820–1909 London|French, Boulogne-sur-Mer 1844–1907 (active Britain)|British, London 1851–1929 Teignmouth, Devon|British, active 1880s|Irish, Thomastown, Kilkenny 1839–1917 Sussex|British, 1838–1927 London|British, active London, 1872–1901|British, active 1866–98|British, London 1848–1901 St. Albans|British, active late 19th century|British, active late 19th century|British, born 1842, active 1866–94|French, Paris 1822–1904 Menton-Caravan|British, Milford, Surrey 1849–1920 Marlow, Buckinghamshire|British, active late 19th century|British, active 1878–86",,"Greenaway, Kate|Isbister and Company, Ltd.|French, Henry|Johnston, John Alfred|Virtue & Co., Ltd.|Edwards, Mary Ellen|Swain, Joseph|Griset, Ernest-Henry|Dadd, Frank|Cassell, Petter and Galpin|Mosses, W. I.|Hennessy, William John|Quick, William Michael Robert|Taylor, Richard and Edward|Proctor, John|Waddy, Frederick|Fenn, A. S.|Berwick, C. M.|Cruikshank, George Jr.|Giacomelli, Hector|Gregory, Charles|Lawson, Lizzie|Walker, E. J.",British|British|British|British|British|British|British|French|British|British|Irish|British|British|British|British|British|British|British|French|British|British|British,1846      |1850      |1868      |1877      |1875      |1839      |1820      |1844      |1851      |1840      |1875      |1839      |1838      |1850      |1798      |1848      |1850      |1850      |1842      |1822      |1849      |1850      |1800      ,1901      |1900      |1875      |1900      |1910      |1915      |1909      |1907      |1929      |1900      |1889      |1917      |1927      |1950      |1966      |1901      |1900      |1910      |1894      |1904      |1920      |1950      |1900      ,1877–81,1877,1881,Illustrations: wood engraving,9 7/8 x 7 1/2 x 1 7/8 in. (25.1 x 19 x 4.8 cm),"Gift of Mrs. John Barry Ryan, transferred from the Library, 1983",,,,,,,,,,,,Books|Periodicals,,http://www.metmuseum.org/art/collection/search/353314,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"08.268.56a, b",False,True,477310,Medieval Art,Fragment,Glass Fragments,Coptic,,,,,,,,,,,,,,4th–early 5th century,300,435,Glass,Storage (petri dish diam.): 3 7/16 in. (8.8 cm),"Rogers Fund, 1908",Made in,,,Kharga Oasis,Byzantine Egypt,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/477310,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
00.5.148,False,True,319245,"Arts of Africa, Oceania, and the Americas",Figure,Standing Figure,Guerrero,,,,,,,,,,,,,,A.D. 1–1500,1,1500,Stone,"Length: 5 11/16 in. (14.5 cm)
Width: 2 3/8 × 1 9/16 in. (6 × 4 cm)","Museum Purchase, 1900",,,,Guerrero,Mexico,Mesoamerica,,,,,Balsas River,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/319245,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1994.255.124,False,False,274441,Photographs,Negative,[Fireplace with Swag and Column Reliefs],,,,,,Artist,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1930s,1930,1939,Film negative,5 x 7 in.,"Walker Evans Archive, 1994",,,,,,,,,,,,Negatives,"© Walker Evans Archive, The Metropolitan Museum of Art",http://www.metmuseum.org/art/collection/search/274441,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
41.162.182,False,True,254353,Greek and Roman Art,"Oinochoe, chous",Terracotta oinochoe: chous (jug),"Greek, Attic",Classical,,,,,,,,,,,,,ca. 440–420 B.C.,-440,-420,Terracotta,H. with handle  4 3/4 in. (12.1 cm),"Rogers Fund, 1941",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/254353,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
C.I.46.53.1,False,False,116627,Costume Institute,Poke bonnet,Poke bonnet,American,,,,,Designer,,Sally Victor,"American, 1905–1977",,"Victor, Sally",American,1905      ,1977      ,1946,1946,1946,straw,,"Gift of Mrs. Sally Victor, 1946",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/116627,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2011.203,False,True,396879,Drawings and Prints,Drawing,The Progress of Love,,,,,,Artist,,Antoine Pierre Mongin,"French, Paris 1761/62–1827 Versailles",,"Mongin, Antoine Pierre",French,1762      ,1827      ,1803,1803,1803,"Brush and brown wash over black chalk underdrawing, framing lines in pen and black ink",sheet: 16 9/16 x 21 5/8 in. (42 x 55 cm),"Purchase, Harry G. Sperling Fund, Carolyn H. Specht Gift, The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, and funds from various donors, 2011",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/396879,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1982.1169.18,False,False,263464,Photographs,Photograph,[Laughing Boys in Living Room],,,,,,Artist,,Larry Clark,"American, born 1943",,"Clark, Larry",American,1943      ,,"1963, printed 1980",1963,1963,Gelatin silver print,20.2 x 30.4 cm. (7  15/16  x 12  in.),"Gift of Arthur A. Goldberg, 1982",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/263464,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
35.23.24,False,False,343727,Drawings and Prints,Book,Schweizerische Holzconstruktion - Maisons Rustiques Suisses - Architecture Suisse,,,,,,Author|Author|Printer|Publisher,Written by|Written by|Printed by|Published by,Adolf von Graffenried|Gabriel Ludwig Rudolf von Stürler|J. F. Wagner|J. J. Burgdorfer,Swiss|Swiss|Swiss,", Berne","Graffenried, Adolf von|Stürler, Gabriel Ludwig Rudolf von|Wagner, J. F.|Burgdorfer, J. J.",Swiss|Swiss|Swiss|Swiss,,,1844,1844,1844,Lithograph,21 7/8 x 15 15/16 x 1/2 in.  (55.5 x 40.5 x 1.2 cm),"Harris Brisbane Dick Fund, 1935",,Berne,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/343727,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
59.533.1965,False,True,811955,Drawings and Prints,Print,Plucking a Spoony,,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757      ,1827      ,"February 28, 1812",1812,1812,Hand-colored etching,Sheet: 9 15/16 × 13 7/16 in. (25.2 × 34.1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811955,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
24.30.27(6),False,True,336397,Drawings and Prints,Print,Design for the poster and cover for The Raven by Edgar Allan Poe,,,,,The Raven,Artist|Author|Translator,Written by|Translated by,Édouard Manet|Edgar Allan Poe|Stéphane Mallarmé,"French, Paris 1832–1883 Paris|American, Boston, Massachusetts 1809–1849 Baltimore, Maryland|French, 1842–1898",,"Manet, Édouard|Poe, Edgar Allan|Mallarmé, Stéphane",French|American|French,1832      |1809      |1842      ,1883      |1849      |1898      ,1875,1875,1875,Transfer lithograph on simili-parchment,sheet: 12 3/4 x 11 1/4 in. (32.4 x 28.6 cm) (irregular),"Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/336397,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
14.6.142,False,True,569652,Egyptian Art,"Ostracon, Demotic",Ostracon,,Late Period–Ptolemaic,,,,,,,,,,,,,ca. 600–30 B.C.,-600,-30,"Pottery, ink",H. 7.8 × W. 8.7 cm (3 1/16 × 3 7/16 in.),"Gift of Theodore M. Davis, 1914",From,,,,Egypt,"Upper Egypt, Thebes",Medinet Habu,,,,,,,http://www.metmuseum.org/art/collection/search/569652,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
2010.359,False,False,159743,Costume Institute,Dress,Dress,French,,,,,Design House|Designer,,House of Balenciaga|Cristobal Balenciaga,"French, founded 1937|Spanish, Guetaria, San Sebastian 1895–1972 Javea",,"Balenciaga House of|Balenciaga, Cristobal",French|Spanish,1937      |1895-01-21,9999      |1972-03-23,1951–53,1951,1953,silk,,"Anonymous Gift, in memory of Fleur Cowles, 2010",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/159743,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
17.175.40,False,True,57447,Asian Art,Ornament,,Korea,Goryeo dynasty (918–1392),,,,,,,,,,,,,,918,1392,Bronze with remains of gilt,H. 2 1/8 in. (5.4 cm); W. 1 1/4 in. (3.2 cm),"Rogers Fund, 1917",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/57447,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
85.1,False,True,11723,American Decorative Arts,Painting,George Washington,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749      ,1831      ,ca. 1782,1779,1782,Oil on canvas,36 x 27 in. (91.4 x 68.6 cm),"Bequest of William H. Huntington, 1885",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11723,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1974.185.3a–c,True,False,82170,Costume Institute,Evening suit,Evening suit,American,,,,,Designer|Designer,,H. Harris|F. Scholte,American|British,,Harris H.|Scholte,American|British,,,1938–65,1938,1965,"wool, silk",,"Gift of the Duchess of Windsor, 1974",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/82170,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1994.251.720,False,False,272923,Photographs,Negative,"[Unidentified Couple Outside Café, Havana]",,,,,,Artist,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1933,1933,1933,Film negative,2 1/2 x 4 1/4 in.,"Walker Evans Archive, 1994",,,,,,,,,,,,Negatives,"© Walker Evans Archive, The Metropolitan Museum of Art",http://www.metmuseum.org/art/collection/search/272923,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
57.562.8,False,False,781906,Drawings and Prints,Print,After the Bath,,,,,,Artist,,Charles Haslewood Shannon,"British, Lincolnshire 1863–1937 Richmond",,"Shannon, Charles Haslewood",,1863      ,1937      ,1897,1897,1897,"Lithograph, printed from cancelled stone",Sheet: 6 1/4 × 4 1/2 in. (15.9 × 11.4 cm),"Gfit of Martin Birnbaum, 1957",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/781906,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"36.25.1093a, b",False,False,31486,Arms and Armor,Kris with sheath,Kris with Sheath,"Sumatran, South Sumatra (Sumatera Selatan )",,,,,,,,,,,,,,16th–19th century,1501,1900,"Steel, wood, ivory, turquoise, gold",L. with sheath 18 7/8 in. (47.9 cm); L. without sheath 18 in. (45.7 cm); W. 2 3/4 in. (7 cm); Wt. 15.4 oz. (436.6 g); Wt. of sheath 4.6 oz. (130.4 g),"Bequest of George C. Stone, 1935",,,,Sumatera Selatan,,,,,,,,Krisses,,http://www.metmuseum.org/art/collection/search/31486,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"Burdick 230, N664.36",False,True,710086,Drawings and Prints,Photograph,"Actress holding bouquet aloft, from the Actresses series (N664) promoting Old Fashion Fine Cut Tobacco",,,,,,,,,,,,,,,1888–90,1888,1890,Albumen photograph,Sheet: 3 3/8 in. × 2 in. (8.5 × 5.1 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/710086,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1998.393.5,False,False,555688,Egyptian Art,Relief fragment,Relief fragment,,Middle Kingdom,Dynasty 12,reign of Senwosret I,,,,,,,,,,,ca. 1961–1917 B.C.,-1961,-1961,"Limestone, paint",h. 5 cm (1 15/16 in); w. 16 cm (6 5/16 in); d. 2 cm (13/16 in),"Gift of Nanette Rodney Kelekian, 1998",From,,,,Egypt,Memphite Region,Lisht North,Cemetery,,,,,,http://www.metmuseum.org/art/collection/search/555688,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
"Burdick 346, U21.137",False,False,754402,Drawings and Prints,"Print, actor",Phil Regan from Movie Stars Match Cover design series (U21) issued by Diamond Match Company,,,,,,Publisher,,The Diamond Match Company,,,The Diamond Match Company,,1881      ,9999      ,ca. 1930–39,1930,1939,Printed matchbook,Sheet: 4 7/16 × 1 9/16 in. (11.3 × 4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/754402,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.215.174.20,False,False,405814,Drawings and Prints,Photograph,"Tommy Warren, from the Celebrities and Prizefighters series (N174) for Old Judge Cigarettes",,,,,,Publisher|Artist,Issued by|Photograph by,Goodwin & Company|J. Wood,New York,,"Goodwin & Company|Wood, J.",American,1850      |1880      ,1950      |1950      ,1887–88,1887,1888,Albumen photograph,sheet: 2 11/16 x 1 3/8 in. (6.9 x 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/405814,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
17.230.13,False,True,250550,Greek and Roman Art,Squat lekythos,Terracotta squat lekythos (oil flask),"Greek, Attic",Classical,,,,,Attributed to the,Achilles Painter,,,Achilles Painter,,,,ca. 440 B.C.,-440,-440,Terracotta,"H. 9 5/8 in. (24.5 cm)
diameter  5 5/16 in. (13.5 cm)","Rogers Fund, 1917",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/250550,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
63.350.247.219.37,False,False,676405,Drawings and Prints,Print,"Young Loughrey, from the Champion Pugilists series (T219), issued by Mecca and Hassan Cigarettes",,,,,,Publisher|Publisher,Issued by|Issued by,Mecca Cigarettes|Hassan Cigarettes,American|American,,Mecca Cigarettes|Hassan Cigarettes,,0         ,0         ,1910,1910,1910,Commercial color lithograph,Sheet: 2 1/4 × 2 15/16 in. (5.7 × 7.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/676405,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
22.1.108,False,True,546809,Egyptian Art,"Figurine, lion",Figure of lion,,Late Middle Kingdom,"Dynasty 12, late - 13 up to 1700",,,,,,,,,,,,ca. 1850–1700 B.C.,-1850,-1700,Ivory,h. 7.4 cm (2 15/16 in),"Rogers Fund and Edward S. Harkness Gift, 1922",From,,,,Egypt,Memphite Region,Lisht North,cemetery south of pyramid below House A1:2,Pit 884,"MMA excavations, 1920–21",,,,http://www.metmuseum.org/art/collection/search/546809,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
02.5.56,False,True,444892,Islamic Art,Dish,Dish,,,,,,,,,,,,,,,16th century,1500,1599,Stonepaste; painted and glazed,"H. 2 13/16 in. (7.1 cm)
Diam.12 in. (30.5 cm)
Wt. 2.5lb. (1.1kg)","Gift of William B. Osgood Field, 1902",Made in,Iznik,,,Turkey,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/444892,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
1979.206.116,False,True,312331,"Arts of Africa, Oceania, and the Americas",Spoon,Spoon,Sapi-Portuguese,,,,,,,,,,,,,,16th century,1500,1600,Ivory,H. 3/4 x W. 1 11/16 x D. 8 7/8 in. (1.9 x 4.3 x 22.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",,,,,Sierra Leone,,,,,,,Bone/Ivory-Implements,,http://www.metmuseum.org/art/collection/search/312331,10/22/2018 8:00:01 AM,"Metropolitan Museum of Art, New York, NY"
